id,animal,object,prompt
001479.png,bird,banana,a bird and a banana
001480.png,bird,banana,a bird and a banana
001481.png,bird,cactus,a bird and a cactus
001482.png,bird,cactus,a bird and a cactus
001483.png,bird,cactus,a bird and a cactus
001484.png,bird,cactus,a bird and a cactus
001485.png,bird,cactus,a bird and a cactus
001486.png,bird,cactus,a bird and a cactus
001487.png,bird,cactus,a bird and a cactus
001488.png,bird,cactus,a bird and a cactus
001489.png,bird,cactus,a bird and a cactus
001490.png,bird,cactus,a bird and a cactus
001491.png,bird,cactus,a bird and a cactus
001492.png,bird,cactus,a bird and a cactus
001493.png,bird,cactus,a bird and a cactus
001494.png,bird,cactus,a bird and a cactus
001495.png,bird,cactus,a bird and a cactus
001496.png,bird,cactus,a bird and a cactus
001497.png,bird,cactus,a bird and a cactus
001498.png,bird,cactus,a bird and a cactus
001499.png,bird,cactus,a bird and a cactus
001500.png,bird,cactus,a bird and a cactus
001501.png,bird,toilet,a bird and a toilet
001502.png,bird,toilet,a bird and a toilet
001503.png,bird,toilet,a bird and a toilet
001504.png,bird,toilet,a bird and a toilet
001505.png,bird,toilet,a bird and a toilet
001506.png,bird,toilet,a bird and a toilet
001507.png,bird,toilet,a bird and a toilet
001508.png,bird,toilet,a bird and a toilet
001509.png,bird,toilet,a bird and a toilet
001510.png,bird,toilet,a bird and a toilet
001511.png,bird,toilet,a bird and a toilet
001512.png,bird,toilet,a bird and a toilet
001513.png,bird,toilet,a bird and a toilet
001514.png,bird,toilet,a bird and a toilet
001515.png,bird,toilet,a bird and a toilet
001516.png,bird,toilet,a bird and a toilet
001517.png,bird,toilet,a bird and a toilet
001518.png,bird,toilet,a bird and a toilet
001519.png,bird,toilet,a bird and a toilet
001520.png,bird,toilet,a bird and a toilet
001521.png,bird,pizza,a bird and a pizza
001522.png,bird,pizza,a bird and a pizza
001523.png,bird,pizza,a bird and a pizza
001524.png,bird,pizza,a bird and a pizza
001525.png,bird,pizza,a bird and a pizza
001526.png,bird,pizza,a bird and a pizza
001527.png,bird,pizza,a bird and a pizza
001528.png,bird,pizza,a bird and a pizza
001529.png,bird,pizza,a bird and a pizza
001530.png,bird,pizza,a bird and a pizza
001531.png,bird,pizza,a bird and a pizza
001532.png,bird,pizza,a bird and a pizza
001533.png,bird,pizza,a bird and a pizza
001534.png,bird,pizza,a bird and a pizza
001535.png,bird,pizza,a bird and a pizza
001536.png,bird,pizza,a bird and a pizza
001537.png,bird,pizza,a bird and a pizza
001538.png,bird,pizza,a bird and a pizza
001539.png,bird,pizza,a bird and a pizza
001540.png,bird,pizza,a bird and a pizza
001541.png,bird,drum,a bird and a drum
001542.png,bird,drum,a bird and a drum
001543.png,bird,drum,a bird and a drum
001544.png,bird,drum,a bird and a drum
001545.png,bird,drum,a bird and a drum
001546.png,bird,drum,a bird and a drum
001547.png,bird,drum,a bird and a drum
001548.png,bird,drum,a bird and a drum
001549.png,bird,drum,a bird and a drum
001550.png,bird,drum,a bird and a drum
001551.png,bird,drum,a bird and a drum
001552.png,bird,drum,a bird and a drum
001553.png,bird,drum,a bird and a drum
001554.png,bird,drum,a bird and a drum
001555.png,bird,drum,a bird and a drum
001556.png,bird,drum,a bird and a drum
001557.png,bird,drum,a bird and a drum
001558.png,bird,drum,a bird and a drum
001559.png,bird,drum,a bird and a drum
001560.png,bird,drum,a bird and a drum
001561.png,bird,car,a bird and a car
001562.png,bird,car,a bird and a car
001563.png,bird,car,a bird and a car
001564.png,bird,car,a bird and a car
001565.png,bird,car,a bird and a car
001566.png,bird,car,a bird and a car
001567.png,bird,car,a bird and a car
001568.png,bird,car,a bird and a car
001569.png,bird,car,a bird and a car
001570.png,bird,car,a bird and a car
001571.png,bird,car,a bird and a car
001572.png,bird,car,a bird and a car
001573.png,bird,car,a bird and a car
001574.png,bird,car,a bird and a car
001575.png,bird,car,a bird and a car
001576.png,bird,car,a bird and a car
001577.png,bird,car,a bird and a car
001578.png,bird,car,a bird and a car
001579.png,bird,car,a bird and a car
001580.png,bird,car,a bird and a car
001581.png,bird,chair,a bird and a chair
001582.png,bird,chair,a bird and a chair
001583.png,bird,chair,a bird and a chair
001584.png,bird,chair,a bird and a chair
001585.png,bird,chair,a bird and a chair
001586.png,bird,chair,a bird and a chair
001587.png,bird,chair,a bird and a chair
001588.png,bird,chair,a bird and a chair
001589.png,bird,chair,a bird and a chair
001590.png,bird,chair,a bird and a chair
001591.png,bird,chair,a bird and a chair
001592.png,bird,chair,a bird and a chair
001593.png,bird,chair,a bird and a chair
001594.png,bird,chair,a bird and a chair
001595.png,bird,chair,a bird and a chair
001596.png,bird,chair,a bird and a chair
001597.png,bird,chair,a bird and a chair
001598.png,bird,chair,a bird and a chair
001599.png,bird,chair,a bird and a chair
001600.png,bird,chair,a bird and a chair
001601.png,fish,sneaker,a fish and a sneaker
001602.png,fish,sneaker,a fish and a sneaker
001603.png,fish,sneaker,a fish and a sneaker
001604.png,fish,sneaker,a fish and a sneaker
001605.png,fish,sneaker,a fish and a sneaker
001606.png,fish,sneaker,a fish and a sneaker
001607.png,fish,sneaker,a fish and a sneaker
001608.png,fish,sneaker,a fish and a sneaker
001609.png,fish,sneaker,a fish and a sneaker
001610.png,fish,sneaker,a fish and a sneaker
001611.png,fish,sneaker,a fish and a sneaker
001612.png,fish,sneaker,a fish and a sneaker
001613.png,fish,sneaker,a fish and a sneaker
001614.png,fish,sneaker,a fish and a sneaker
001615.png,fish,sneaker,a fish and a sneaker
001616.png,fish,sneaker,a fish and a sneaker
001617.png,fish,sneaker,a fish and a sneaker
001618.png,fish,sneaker,a fish and a sneaker
001619.png,fish,sneaker,a fish and a sneaker
001620.png,fish,sneaker,a fish and a sneaker
001621.png,fish,airplane,a fish and a airplane
001622.png,fish,airplane,a fish and a airplane
001623.png,fish,airplane,a fish and a airplane
001624.png,fish,airplane,a fish and a airplane
001625.png,fish,airplane,a fish and a airplane
001626.png,fish,airplane,a fish and a airplane
001627.png,fish,airplane,a fish and a airplane
001628.png,fish,airplane,a fish and a airplane
001629.png,fish,airplane,a fish and a airplane
001630.png,fish,airplane,a fish and a airplane
001631.png,fish,airplane,a fish and a airplane
001632.png,fish,airplane,a fish and a airplane
001633.png,fish,airplane,a fish and a airplane
001634.png,fish,airplane,a fish and a airplane
001635.png,fish,airplane,a fish and a airplane
001636.png,fish,airplane,a fish and a airplane
001637.png,fish,airplane,a fish and a airplane
001638.png,fish,airplane,a fish and a airplane
001639.png,fish,airplane,a fish and a airplane
001640.png,fish,airplane,a fish and a airplane
001641.png,fish,coffee cup,a fish and a coffee cup
001642.png,fish,coffee cup,a fish and a coffee cup
001643.png,fish,coffee cup,a fish and a coffee cup
001644.png,fish,coffee cup,a fish and a coffee cup
001645.png,fish,coffee cup,a fish and a coffee cup
001646.png,fish,coffee cup,a fish and a coffee cup
001647.png,fish,coffee cup,a fish and a coffee cup
001648.png,fish,coffee cup,a fish and a coffee cup
001649.png,fish,coffee cup,a fish and a coffee cup
001650.png,fish,coffee cup,a fish and a coffee cup
001651.png,fish,coffee cup,a fish and a coffee cup
001652.png,fish,coffee cup,a fish and a coffee cup
001653.png,fish,coffee cup,a fish and a coffee cup
001654.png,fish,coffee cup,a fish and a coffee cup
001655.png,fish,coffee cup,a fish and a coffee cup
001656.png,fish,coffee cup,a fish and a coffee cup
001657.png,fish,coffee cup,a fish and a coffee cup
001658.png,fish,coffee cup,a fish and a coffee cup
001659.png,fish,coffee cup,a fish and a coffee cup
001660.png,fish,coffee cup,a fish and a coffee cup
001661.png,fish,banana,a fish and a banana
001662.png,fish,banana,a fish and a banana
001663.png,fish,banana,a fish and a banana
001664.png,fish,banana,a fish and a banana
001665.png,fish,banana,a fish and a banana
001666.png,fish,banana,a fish and a banana
001667.png,fish,banana,a fish and a banana
001668.png,fish,banana,a fish and a banana
001669.png,fish,banana,a fish and a banana
001670.png,fish,banana,a fish and a banana
001671.png,fish,banana,a fish and a banana
001672.png,fish,banana,a fish and a banana
001673.png,fish,banana,a fish and a banana
001674.png,fish,banana,a fish and a banana
001675.png,fish,banana,a fish and a banana
001676.png,fish,banana,a fish and a banana
001677.png,fish,banana,a fish and a banana
001678.png,fish,banana,a fish and a banana
001679.png,fish,banana,a fish and a banana
001680.png,fish,banana,a fish and a banana
001681.png,fish,cactus,a fish and a cactus
001682.png,fish,cactus,a fish and a cactus
001683.png,fish,cactus,a fish and a cactus
001684.png,fish,cactus,a fish and a cactus
001685.png,fish,cactus,a fish and a cactus
001686.png,fish,cactus,a fish and a cactus
001687.png,fish,cactus,a fish and a cactus
001688.png,fish,cactus,a fish and a cactus
001689.png,fish,cactus,a fish and a cactus
001690.png,fish,cactus,a fish and a cactus
001691.png,fish,cactus,a fish and a cactus
001692.png,fish,cactus,a fish and a cactus
001693.png,fish,cactus,a fish and a cactus
001694.png,fish,cactus,a fish and a cactus
001695.png,fish,cactus,a fish and a cactus
001696.png,fish,cactus,a fish and a cactus
001697.png,fish,cactus,a fish and a cactus
001698.png,fish,cactus,a fish and a cactus
001699.png,fish,cactus,a fish and a cactus
001700.png,fish,cactus,a fish and a cactus
001701.png,fish,toilet,a fish and a toilet
001702.png,fish,toilet,a fish and a toilet
001703.png,fish,toilet,a fish and a toilet
001704.png,fish,toilet,a fish and a toilet
001705.png,fish,toilet,a fish and a toilet
001706.png,fish,toilet,a fish and a toilet
001707.png,fish,toilet,a fish and a toilet
001708.png,fish,toilet,a fish and a toilet
001709.png,fish,toilet,a fish and a toilet
001710.png,fish,toilet,a fish and a toilet
001711.png,fish,toilet,a fish and a toilet
001712.png,fish,toilet,a fish and a toilet
001713.png,fish,toilet,a fish and a toilet
001714.png,fish,toilet,a fish and a toilet
001715.png,fish,toilet,a fish and a toilet
001716.png,fish,toilet,a fish and a toilet
001717.png,fish,toilet,a fish and a toilet
001718.png,fish,toilet,a fish and a toilet
001719.png,fish,toilet,a fish and a toilet
001720.png,fish,toilet,a fish and a toilet
001721.png,fish,pizza,a fish and a pizza
001722.png,fish,pizza,a fish and a pizza
001723.png,fish,pizza,a fish and a pizza
001724.png,fish,pizza,a fish and a pizza
001725.png,fish,pizza,a fish and a pizza
001726.png,fish,pizza,a fish and a pizza
001727.png,fish,pizza,a fish and a pizza
001728.png,fish,pizza,a fish and a pizza
001729.png,fish,pizza,a fish and a pizza
001730.png,fish,pizza,a fish and a pizza
001731.png,fish,pizza,a fish and a pizza
001732.png,fish,pizza,a fish and a pizza
001733.png,fish,pizza,a fish and a pizza
001734.png,fish,pizza,a fish and a pizza
001735.png,fish,pizza,a fish and a pizza
001736.png,fish,pizza,a fish and a pizza
001737.png,fish,pizza,a fish and a pizza
001738.png,fish,pizza,a fish and a pizza
001739.png,fish,pizza,a fish and a pizza
001740.png,fish,pizza,a fish and a pizza
001741.png,fish,drum,a fish and a drum
001742.png,fish,drum,a fish and a drum
001743.png,fish,drum,a fish and a drum
001744.png,fish,drum,a fish and a drum
001745.png,fish,drum,a fish and a drum
001746.png,fish,drum,a fish and a drum
001747.png,fish,drum,a fish and a drum
001748.png,fish,drum,a fish and a drum
001749.png,fish,drum,a fish and a drum
001750.png,fish,drum,a fish and a drum
001751.png,fish,drum,a fish and a drum
001752.png,fish,drum,a fish and a drum
001753.png,fish,drum,a fish and a drum
001754.png,fish,drum,a fish and a drum
001755.png,fish,drum,a fish and a drum
001756.png,fish,drum,a fish and a drum
001757.png,fish,drum,a fish and a drum
001758.png,fish,drum,a fish and a drum
001759.png,fish,drum,a fish and a drum
001760.png,fish,drum,a fish and a drum
001761.png,fish,car,a fish and a car
001762.png,fish,car,a fish and a car
001763.png,fish,car,a fish and a car
001764.png,fish,car,a fish and a car
001765.png,fish,car,a fish and a car
001766.png,fish,car,a fish and a car
001767.png,fish,car,a fish and a car
001768.png,fish,car,a fish and a car
001769.png,fish,car,a fish and a car
001770.png,fish,car,a fish and a car
001771.png,fish,car,a fish and a car
001772.png,fish,car,a fish and a car
001773.png,fish,car,a fish and a car
001774.png,fish,car,a fish and a car
001775.png,fish,car,a fish and a car
001776.png,fish,car,a fish and a car
001777.png,fish,car,a fish and a car
001778.png,fish,car,a fish and a car
001779.png,fish,car,a fish and a car
001780.png,fish,car,a fish and a car
001781.png,fish,chair,a fish and a chair
001782.png,fish,chair,a fish and a chair
001783.png,fish,chair,a fish and a chair
001784.png,fish,chair,a fish and a chair
001785.png,fish,chair,a fish and a chair
001786.png,fish,chair,a fish and a chair
001787.png,fish,chair,a fish and a chair
001788.png,fish,chair,a fish and a chair
001789.png,fish,chair,a fish and a chair
001790.png,fish,chair,a fish and a chair
001791.png,fish,chair,a fish and a chair
001792.png,fish,chair,a fish and a chair
001793.png,fish,chair,a fish and a chair
001794.png,fish,chair,a fish and a chair
001795.png,fish,chair,a fish and a chair
001796.png,fish,chair,a fish and a chair
001797.png,fish,chair,a fish and a chair
001798.png,fish,chair,a fish and a chair
001799.png,fish,chair,a fish and a chair
001800.png,fish,chair,a fish and a chair
001801.png,monkey,sneaker,a monkey and a sneaker
001802.png,monkey,sneaker,a monkey and a sneaker
001803.png,monkey,sneaker,a monkey and a sneaker
001804.png,monkey,sneaker,a monkey and a sneaker
001805.png,monkey,sneaker,a monkey and a sneaker
001806.png,monkey,sneaker,a monkey and a sneaker
001807.png,monkey,sneaker,a monkey and a sneaker
001808.png,monkey,sneaker,a monkey and a sneaker
001809.png,monkey,sneaker,a monkey and a sneaker
001810.png,monkey,sneaker,a monkey and a sneaker
001811.png,monkey,sneaker,a monkey and a sneaker
001812.png,monkey,sneaker,a monkey and a sneaker
001813.png,monkey,sneaker,a monkey and a sneaker
001814.png,monkey,sneaker,a monkey and a sneaker
001815.png,monkey,sneaker,a monkey and a sneaker
001816.png,monkey,sneaker,a monkey and a sneaker
001817.png,monkey,sneaker,a monkey and a sneaker
001818.png,monkey,sneaker,a monkey and a sneaker
001819.png,monkey,sneaker,a monkey and a sneaker
001820.png,monkey,sneaker,a monkey and a sneaker
001821.png,monkey,airplane,a monkey and a airplane
001822.png,monkey,airplane,a monkey and a airplane
001823.png,monkey,airplane,a monkey and a airplane
001824.png,monkey,airplane,a monkey and a airplane
001825.png,monkey,airplane,a monkey and a airplane
001826.png,monkey,airplane,a monkey and a airplane
001827.png,monkey,airplane,a monkey and a airplane
001828.png,monkey,airplane,a monkey and a airplane
001829.png,monkey,airplane,a monkey and a airplane
001830.png,monkey,airplane,a monkey and a airplane
001831.png,monkey,airplane,a monkey and a airplane
001832.png,monkey,airplane,a monkey and a airplane
001833.png,monkey,airplane,a monkey and a airplane
001834.png,monkey,airplane,a monkey and a airplane
001835.png,monkey,airplane,a monkey and a airplane
001836.png,monkey,airplane,a monkey and a airplane
001837.png,monkey,airplane,a monkey and a airplane
001838.png,monkey,airplane,a monkey and a airplane
001839.png,monkey,airplane,a monkey and a airplane
001840.png,monkey,airplane,a monkey and a airplane
001841.png,monkey,coffee cup,a monkey and a coffee cup
001842.png,monkey,coffee cup,a monkey and a coffee cup
001843.png,monkey,coffee cup,a monkey and a coffee cup
001844.png,monkey,coffee cup,a monkey and a coffee cup
001845.png,monkey,coffee cup,a monkey and a coffee cup
001846.png,monkey,coffee cup,a monkey and a coffee cup
001847.png,monkey,coffee cup,a monkey and a coffee cup
001848.png,monkey,coffee cup,a monkey and a coffee cup
001849.png,monkey,coffee cup,a monkey and a coffee cup
001850.png,monkey,coffee cup,a monkey and a coffee cup
001851.png,monkey,coffee cup,a monkey and a coffee cup
001852.png,monkey,coffee cup,a monkey and a coffee cup
001853.png,monkey,coffee cup,a monkey and a coffee cup
001854.png,monkey,coffee cup,a monkey and a coffee cup
001855.png,monkey,coffee cup,a monkey and a coffee cup
001856.png,monkey,coffee cup,a monkey and a coffee cup
001857.png,monkey,coffee cup,a monkey and a coffee cup
001858.png,monkey,coffee cup,a monkey and a coffee cup
001859.png,monkey,coffee cup,a monkey and a coffee cup
001860.png,monkey,coffee cup,a monkey and a coffee cup
001861.png,monkey,banana,a monkey and a banana
001862.png,monkey,banana,a monkey and a banana
001863.png,monkey,banana,a monkey and a banana
001864.png,monkey,banana,a monkey and a banana
001865.png,monkey,banana,a monkey and a banana
001866.png,monkey,banana,a monkey and a banana
001867.png,monkey,banana,a monkey and a banana
001868.png,monkey,banana,a monkey and a banana
001869.png,monkey,banana,a monkey and a banana
001870.png,monkey,banana,a monkey and a banana
001871.png,monkey,banana,a monkey and a banana
001872.png,monkey,banana,a monkey and a banana
001873.png,monkey,banana,a monkey and a banana
001874.png,monkey,banana,a monkey and a banana
001875.png,monkey,banana,a monkey and a banana
001876.png,monkey,banana,a monkey and a banana
001877.png,monkey,banana,a monkey and a banana
001878.png,monkey,banana,a monkey and a banana
001879.png,monkey,banana,a monkey and a banana
001880.png,monkey,banana,a monkey and a banana
001881.png,monkey,cactus,a monkey and a cactus
001882.png,monkey,cactus,a monkey and a cactus
001883.png,monkey,cactus,a monkey and a cactus
001884.png,monkey,cactus,a monkey and a cactus
001885.png,monkey,cactus,a monkey and a cactus
001886.png,monkey,cactus,a monkey and a cactus
001887.png,monkey,cactus,a monkey and a cactus
001888.png,monkey,cactus,a monkey and a cactus
001889.png,monkey,cactus,a monkey and a cactus
001890.png,monkey,cactus,a monkey and a cactus
001891.png,monkey,cactus,a monkey and a cactus
001892.png,monkey,cactus,a monkey and a cactus
001893.png,monkey,cactus,a monkey and a cactus
001894.png,monkey,cactus,a monkey and a cactus
001895.png,monkey,cactus,a monkey and a cactus
001896.png,monkey,cactus,a monkey and a cactus
001897.png,monkey,cactus,a monkey and a cactus
001898.png,monkey,cactus,a monkey and a cactus
001899.png,monkey,cactus,a monkey and a cactus
001900.png,monkey,cactus,a monkey and a cactus
001901.png,monkey,toilet,a monkey and a toilet
001902.png,monkey,toilet,a monkey and a toilet
001903.png,monkey,toilet,a monkey and a toilet
001904.png,monkey,toilet,a monkey and a toilet
001905.png,monkey,toilet,a monkey and a toilet
001906.png,monkey,toilet,a monkey and a toilet
001907.png,monkey,toilet,a monkey and a toilet
001908.png,monkey,toilet,a monkey and a toilet
001909.png,monkey,toilet,a monkey and a toilet
001910.png,monkey,toilet,a monkey and a toilet
001911.png,monkey,toilet,a monkey and a toilet
001912.png,monkey,toilet,a monkey and a toilet
001913.png,monkey,toilet,a monkey and a toilet
001914.png,monkey,toilet,a monkey and a toilet
001915.png,monkey,toilet,a monkey and a toilet
001916.png,monkey,toilet,a monkey and a toilet
001917.png,monkey,toilet,a monkey and a toilet
001918.png,monkey,toilet,a monkey and a toilet
001919.png,monkey,toilet,a monkey and a toilet
001920.png,monkey,toilet,a monkey and a toilet
001921.png,monkey,pizza,a monkey and a pizza
001922.png,monkey,pizza,a monkey and a pizza
001923.png,monkey,pizza,a monkey and a pizza
001924.png,monkey,pizza,a monkey and a pizza
001925.png,monkey,pizza,a monkey and a pizza
001926.png,monkey,pizza,a monkey and a pizza
001927.png,monkey,pizza,a monkey and a pizza
001928.png,monkey,pizza,a monkey and a pizza
001929.png,monkey,pizza,a monkey and a pizza
001930.png,monkey,pizza,a monkey and a pizza
001931.png,monkey,pizza,a monkey and a pizza
001932.png,monkey,pizza,a monkey and a pizza
001933.png,monkey,pizza,a monkey and a pizza
001934.png,monkey,pizza,a monkey and a pizza
001935.png,monkey,pizza,a monkey and a pizza
001936.png,monkey,pizza,a monkey and a pizza
001937.png,monkey,pizza,a monkey and a pizza
001938.png,monkey,pizza,a monkey and a pizza
001939.png,monkey,pizza,a monkey and a pizza
001940.png,monkey,pizza,a monkey and a pizza
001941.png,monkey,drum,a monkey and a drum
001942.png,monkey,drum,a monkey and a drum
001943.png,monkey,drum,a monkey and a drum
001944.png,monkey,drum,a monkey and a drum
001945.png,monkey,drum,a monkey and a drum
001946.png,monkey,drum,a monkey and a drum
001947.png,monkey,drum,a monkey and a drum
001948.png,monkey,drum,a monkey and a drum
001949.png,monkey,drum,a monkey and a drum
001950.png,monkey,drum,a monkey and a drum
001951.png,monkey,drum,a monkey and a drum
001952.png,monkey,drum,a monkey and a drum
001953.png,monkey,drum,a monkey and a drum
001954.png,monkey,drum,a monkey and a drum
001955.png,monkey,drum,a monkey and a drum
001956.png,monkey,drum,a monkey and a drum
001957.png,monkey,drum,a monkey and a drum
001958.png,monkey,drum,a monkey and a drum
001959.png,monkey,drum,a monkey and a drum
001960.png,monkey,drum,a monkey and a drum
001961.png,monkey,car,a monkey and a car
001962.png,monkey,car,a monkey and a car
001963.png,monkey,car,a monkey and a car
001964.png,monkey,car,a monkey and a car
001965.png,monkey,car,a monkey and a car
001966.png,monkey,car,a monkey and a car
001967.png,monkey,car,a monkey and a car
001968.png,monkey,car,a monkey and a car
001969.png,monkey,car,a monkey and a car
001970.png,monkey,car,a monkey and a car
001971.png,monkey,car,a monkey and a car
001972.png,monkey,car,a monkey and a car
001973.png,monkey,car,a monkey and a car
001974.png,monkey,car,a monkey and a car
001975.png,monkey,car,a monkey and a car
001976.png,monkey,car,a monkey and a car
001977.png,monkey,car,a monkey and a car
001978.png,monkey,car,a monkey and a car
001979.png,monkey,car,a monkey and a car
001980.png,monkey,car,a monkey and a car
001981.png,monkey,chair,a monkey and a chair
001982.png,monkey,chair,a monkey and a chair
001983.png,monkey,chair,a monkey and a chair
001984.png,monkey,chair,a monkey and a chair
001985.png,monkey,chair,a monkey and a chair
001986.png,monkey,chair,a monkey and a chair
001987.png,monkey,chair,a monkey and a chair
001988.png,monkey,chair,a monkey and a chair
001989.png,monkey,chair,a monkey and a chair
001990.png,monkey,chair,a monkey and a chair
001991.png,monkey,chair,a monkey and a chair
001992.png,monkey,chair,a monkey and a chair
001993.png,monkey,chair,a monkey and a chair
001994.png,monkey,chair,a monkey and a chair
001995.png,monkey,chair,a monkey and a chair
001996.png,monkey,chair,a monkey and a chair
001997.png,monkey,chair,a monkey and a chair
001998.png,monkey,chair,a monkey and a chair
001999.png,monkey,chair,a monkey and a chair
002000.png,monkey,chair,a monkey and a chair
